COMPONENT,Site Name,Joint Base,State Terr,COUNTRY,Oper Stat,PERIMETER,AREA,Shape_Leng,Shape_Area,latitude,longitude
AF Active,Robins AFB,N/A,Georgia,United States,Active,18.31583053,10.47149268,35648.99346,38336413.47,32.61755244,-83.58158477
Army Reserve,Parks Reserve Forces Tng Area,N/A,California,United States,Active,12.10233686,3.74509133,25372.59162,15532840.68,37.7301831,-121.8966041
Army Active,Highbluff Stagefield AL,N/A,Alabama,United States,Active,1.61826363,0.14827059,3117.613817,525969.6512,31.15071816,-85.73658953
Army Active,Kahuku Tng Area,N/A,Hawaii,United States,Active,24.10885693,14.21697719,42025.74089,42835738.94,21.65547259,-157.9917
Army Active,Kilauea Mil Reserve,N/A,Hawaii,United States,Active,1.15740786,0.0773326,1978.490045,226403.8548,19.43392276,-155.2741469
Army Reserve,W Silver Spring Complex,N/A,Wisconsin,United States,Active,2.09568162,0.19706563,4746.971338,958493.9045,43.12280433,-87.97728201
Army Active,Defense Distrib Depot Susq,N/A,Pennsylvania,United States,Active,6.28513057,1.3104137,13694.93411,5825681.998,40.20819354,-76.83928424
Army Active,Fort Detrick,N/A,Maryland,United States,Active,9.3707605,1.90590655,20180.47748,8287020.994,39.43934265,-77.43298029
Army Reserve,Devens Reserve Forces Tng Area,N/A,Massachusetts,United States,Active,18.7805218,7.94792546,42241.94243,37890239.59,42.49838921,-71.65641689
Army Active,Fort Benjamin Harrison,N/A,Indiana,United States,Inactive,1.96270333,0.10441299,4220.150127,459496.2119,39.85910317,-86.02359183
MC Active,MCAS Miramar,N/A,California,United States,Active,44.19571243,35.28132876,87358.39097,129913014.1,32.87688626,-117.0859041
Navy Active,Gould Island RI,N/A,Rhode Island,United States,Active,0.84140173,0.01563502,1843.415269,72333.10725,41.53700748,-71.34490819
Navy Active,Saufley Field,N/A,Florida,United States,Active,6.89690133,1.33100134,13139.95877,4655724.398,30.47035633,-87.34146481
AF Active,Dyess AFB,N/A,Texas,United States,Active,14.97703127,8.38591111,29246.6618,30569582.45,32.42286388,-99.83915237
AF Active,Vance AFB,N/A,Oklahoma,United States,Active,12.95639316,5.32526778,26533.14276,21298201.31,36.33798554,-97.91452081
AF Guard,Sioux Gateway Airport (ANG),N/A,Iowa,United States,Active,1.85965053,0.11980777,4152.4082,569291.382,42.39494243,-96.37289396
AF Guard,General Wayne A Downing Peoria IAP,N/A,Illinois,United States,Active,3.62388193,0.5651211,7939.613803,2546083.091,40.66232667,-89.70474512
Army Guard,NG Camp Fogarty Tng Site,N/A,Rhode Island,United States,Active,4.12075797,0.58829444,9115.691335,2728225.202,41.6154323,-71.49903097
Army Guard,NG Bergstrom - (Abia),N/A,Texas,United States,Active,1.17456478,0.0937977,2236.257309,326154.183,30.17630456,-97.67209496
Army Guard,NG Biak Training Center COUTES,N/A,Oregon,United States,Active,52.04252063,44.69652295,119768.5129,225283440,44.20002409,-121.1166419
Army Guard,NG Nashville,N/A,Tennessee,United States,Active,1.74417681,0.10290826,3551.600598,409092.6967,36.09904272,-86.75881149
Army Guard,NG Papago Military Reservation,N/A,Arizona,United States,Active,4.50199573,0.6099293,9017.148447,2276084.212,33.4680086,-111.9617343
Army Guard,NG Indianapolis 38 ID,N/A,Indiana,United States,Active,1.0507801,0.07313912,2274.337911,320805.244,39.74437846,-86.22816486
Army Guard,NG CTC Camp Dawson-Kingwood,N/A,West Virginia,United States,Active,42.37537949,12.50940937,90636.0269,54338863.43,39.40537824,-79.66508093
Navy Active,NOLF Brewton,N/A,Alabama,United States,Active,5.11835413,1.02628265,9867.39675,3632830.132,31.0485248,-87.06451463
Navy Active,Amphib Base Coronado West,N/A,California,United States,Active,1.59537089,0.11352591,3123.03301,416116.3449,32.67131897,-117.1676541
Navy Active,Balboa Hospital,N/A,California,United States,Active,1.59046014,0.11864602,3090.359201,435414.8446,32.7262715,-117.1450363
Navy Active,NAVWPNSTA Seal Beach,N/A,California,United States,Active,16.0394274,7.48513923,31881.8089,28114480.47,33.75046599,-118.0641888
Navy Active,Norco,N/A,California,United States,Active,3.6019808,0.38092326,7172.199425,1436522.515,33.92376767,-117.5694629
Navy Active,Randsburg Wash Area,N/A,California,United States,Active,149.0475541,826.1525666,302230.0533,3236464627,35.5147864,-117.1414069
AF Active,Verona Defense Fuel Support Point,N/A,New York,United States,Active,0.56138468,0.02040583,1276.241209,99263.83353,43.12692355,-75.59124498
AF Active,F E Warren AFB,N/A,Wyoming,United States,Active,18.97551999,9.64543887,41621.22382,44127671.82,41.17074205,-104.8603382
Navy Active,NARL Barrow Camp Tr1,N/A,Alaska,United States,Active,8.170828,0.98578627,37334.29958,24761947.42,71.32172904,-156.6479553
AF Guard,Sioux Gateway Airport (ANG),N/A,Iowa,United States,Active,0.74377452,0.0238947,1648.863462,113518.076,42.38872821,-96.37533945
Army Active,Tac X Stagefield AL,N/A,Alabama,United States,Active,1.68250287,0.07945462,3234.799874,281687.0809,31.12253739,-85.97909652
Army Active,Fort Lewis,Joint Base Lewis - McChord,Washington,United States,Active,119.6952361,108.7280224,290888.1206,606394836.1,47.05447405,-122.5527009
Army Active,Hunter Army Airfield,N/A,Georgia,United States,Active,13.99191536,8.46658284,27346.92586,30586712.24,32.00965651,-81.15356019
Army Active,Green River Test Complex UT,N/A,Utah,United States,Inactive,28.98163164,6.27801514,61965.47184,26929083.67,38.95840202,-110.0969892
Navy Active,Apra Heights,Joint Region Marianas,Guam,Guam,Active,1.95692886,0.10881597,3205.940471,299623.0534,13.4015825,144.6786799
Navy Active,Andy South,Joint Region Marianas,Guam,Guam,Active,10.4929058,3.00182106,17064.92171,8272728.961,13.5080102,144.865759
Navy Active,Marysville WA,N/A,Washington,United States,Active,1.12290828,0.08140462,2761.575631,472824.2291,48.12370346,-122.171056
AF Active,Laughlin AFB Aux 1,N/A,Texas,United States,Active,4.00040491,0.62588742,7530.216794,2131401.619,29.11838653,-100.4722935
AF Active,Joint Base Charleston Naval Weapons Station,Joint Base Charleston,South Carolina,United States,Active,77.84501672,26.43353981,153076.8746,97521241.14,32.96292793,-79.96357248
AF Active,Luke Waste Annex,N/A,Arizona,United States,Active,0.93154291,0.05695777,1846.871508,212894.0902,33.5384063,-112.3217623
AF Guard,Great Falls IAP,N/A,Montana,United States,Active,2.26656673,0.20885517,5536.050297,1183414.259,47.4765456,-111.3649796
AF Guard,Hector IAP,N/A,North Dakota,United States,Active,3.62269995,0.39879297,8766.727277,2212524.317,46.91372241,-96.80446443
AF Guard,Stewart IAP,N/A,New York,United States,Active,2.74601337,0.40548721,6103.843495,1873879.451,41.50140528,-74.08434535
AF Guard,Burlington IAP,N/A,Vermont,United States,Active,4.0860007,0.38757946,9538.635615,1971763.491,44.47442785,-73.14789682
AF Active,Canyon Lake Recreation Annex,Joint Base San Antonio,Texas,United States,Active,3.21804597,0.59896811,6076.769533,2070648.862,29.8846194,-98.21938126
Army Guard,NG Camp Dodge Johnston TS,N/A,Iowa,United States,Active,213.5507425,51.6553432,475818.9123,240999560.8,41.81021516,-93.78130259
Army Guard,NG Fort Indiantown Gap,N/A,Pennsylvania,United States,Active,41.43605759,26.99192652,90674.94675,120803594.2,40.43594672,-76.62969046
Army Guard,NG Fort Wolters,N/A,Texas,United States,Active,20.80763387,6.38768009,40812.0179,23514447.6,32.8648657,-98.0295708
Army Guard,NG Beauregard Training Range,N/A,Louisiana,United States,Active,23.45963311,19.71133424,45334.82845,70348230.67,31.43941968,-92.29555591
Army Guard,NG ITC Camp San Luis Obisbo,N/A,California,United States,Active,23.21851592,8.83557913,47193.46502,34466348.16,35.3391521,-120.703075
Army Guard,NG Ft Allen Rq 177,N/A,Puerto Rico,Puerto Rico,Active,8.72287317,1.1683838,14700.83735,3364306.956,18.01304105,-66.50565158
Army Guard,NG TS Ethan Allen Range,N/A,Vermont,United States,Active,18.73483696,17.30767006,43784.06921,88042010.18,44.47172658,-72.89653884
Army Guard,NG Gulfport AVCRAD,N/A,Mississippi,United States,Active,1.6492658,0.1044845,3129.928561,365080.4527,30.41618689,-89.06287443
Army Guard,NG Camp Swift,N/A,Texas,United States,Active,20.24228567,18.31649555,38418.43493,63800068.44,30.26166995,-97.2945537
Navy Active,JBAB Anacostia Bolling,Joint Base Anacostia - Bolling,District of Columbia,United States,Active,8.67190951,1.46695792,18230.4606,6272455.27,38.84487515,-77.01473355
Navy Active,Honolulu,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,9.71707007,1.51992913,16890.45294,4560522.534,21.34629934,-157.9220477
Navy Active,NAS JRB New Orleans LA,N/A,Louisiana,United States,Active,12.46143426,5.26857311,23632.18885,18194311.29,29.83136319,-90.02086679
Navy Active,NOLF Spencer,N/A,Florida,United States,Active,3.89280542,0.99083217,7455.613608,3476848.514,30.62531664,-87.13982752
Navy Active,NOTU Cape Canaveral,N/A,Florida,United States,Active,10.39312384,3.68880921,19416.60577,12399257.34,28.42826398,-80.58842676
Navy Active,NAVWPNSYSTRAFAC Boardman,N/A,Oregon,United States,Active,39.25145027,73.91080678,92706.55831,392674587.3,45.72074181,-119.6874352
Navy Active,NAVSTA Everett WA,N/A,Washington,United States,Active,3.80854233,0.33639769,9388.26183,1943717.957,47.98831568,-122.223175
Navy Active,NAS Whidbey Island WA,N/A,Washington,United States,Active,17.15318918,6.51215007,42574.01684,38141844.4,48.33863782,-122.6615009
Army Active,Allen Stagefield AL,N/A,Alabama,United States,Active,1.64138338,0.17657484,3170.633316,627423.9947,31.23099938,-85.65063472
Army Active,Louisville Stagefield AL,N/A,Alabama,United States,Active,1.7233805,0.16235675,3357.487241,584096.7527,31.81573318,-85.6497985
Army Active,White Sands Missile Range NM,N/A,New Mexico,United States,Active,332.1331893,3548.570164,648984.1004,13150788697,33.15946367,-106.4256962
Army Active,Fort Monroe,N/A,Virginia,United States,Inactive,10.20968811,0.87723297,21033.88011,3570032.527,37.0130204,-76.30437605
MC Active,MCB Camp Smith,N/A,Hawaii,United States,Active,2.9318851,0.33124636,5098.778436,994400.4296,21.38662849,-157.9056413
MC Active,MC Trng Area Bellows,N/A,Hawaii,United States,Active,9.14424433,1.61154585,15896.7775,4836265.588,21.36214627,-157.7182661
Navy Active,Glenview,N/A,Illinois,United States,Active,2.07135695,0.05065759,4685.568647,238423.8724,42.09173321,-87.83654504
Navy Active,ALF Orange,N/A,Texas,United States,Active,24.10230352,5.29396923,44590.56948,17620483.39,27.89653046,-98.04343072
AF Active,McClellan AFB,N/A,California,United States,Inactive,13.20287133,4.50694328,27983.73065,19173735.76,38.66284046,-121.4032059
AF Active,Saylor Creek Air Force Range,N/A,Idaho,United States,Active,57.14622739,171.097376,128325.1523,821991690.3,42.74023297,-115.5633368
AF Active,Laughlin AFB,N/A,Texas,United States,Active,12.78352045,6.39610569,24159.70065,21883369.47,29.35673184,-100.7829329
AF Active,Buckley AFB,N/A,Colorado,United States,Active,13.01986607,5.17886,28139.16482,22690955.39,39.7066729,-104.7576762
AF Active,Tyndall AFB,N/A,Florida,United States,Active,118.356301,45.24040184,225397.8182,156898876.5,30.0454712,-85.55136889
AF Active,Columbus Auxiliary Airfield,N/A,Mississippi,United States,Active,6.76446487,1.41000299,13312.33725,5199333.123,32.93983586,-88.57914263
AF Active,Goodfellow AFB,N/A,Texas,United States,Active,5.71761646,1.68714349,11091.62113,6020376.038,31.43217816,-100.4043892
AF Active,Fort Richardson,Joint Base Elmendorf - Richardson,Alaska,United States,Active,78.52652418,93.34278088,261351.6652,1042266328,61.26564456,-149.6410255
AF Active,Birch Lake Recreation Annex,N/A,Alaska,United States,Active,2.03649307,0.07970144,7458.385675,1094463.863,64.31753777,-146.6469809
AF Guard,Louisville IAP-Standiford FL Site 1,N/A,Kentucky,United States,Active,1.52012828,0.11845742,3192.379123,497282.2369,38.1779889,-85.72379525
AF Active,Kelly AFB,Joint Base San Antonio,Texas,United States,Active,13.83437218,2.93206231,26046.97785,10036867.25,29.38201603,-98.56453729
Army Guard,NG Camp Joseph T Robinson,N/A,Arkansas,United States,Active,37.22093134,51.75645043,74994.50477,199749490.3,34.90003625,-92.30680194
Army Guard,NG Camp Ashland,N/A,Nebraska,United States,Active,7.23770611,1.63072717,15787.78185,7440105.561,41.08006822,-96.33636201
Army Guard,NG Bethel ARM FMS,N/A,Alaska,United States,Inactive,0.32327446,0.00577393,1060.33527,62594.31471,60.79553303,-161.7674653
Army Guard,NG GUARNG Barrigada Complex,N/A,Guam,Guam,Active,1.28716361,0.08005503,2090.006157,220561.9729,13.47407339,144.8098847
Army Guard,NG Volkstone,N/A,West Virginia,United States,Active,5.72896578,0.78777573,12345.26197,3426805.983,39.45479716,-79.66925063
Navy Active,NAVBASE Coronado,N/A,California,United States,Active,8.97992621,4.33722524,17677.26125,15907751.3,32.70001905,-117.2070889
Navy Active,Finegayan South,Joint Region Marianas,Guam,Guam,Active,3.31942933,0.45230307,5414.519314,1246937.261,13.54998329,144.8308531
AF Active,Grand Forks Defense Fuel Support Point,N/A,North Dakota,United States,Active,0.51556692,0.01757549,1273.719281,101397.027,47.94868162,-97.08605324
Navy Active,CSO Barbers Point HI,N/A,Hawaii,United States,Inactive,24.94562883,4.45031319,43351.03466,13346432.24,21.3122293,-158.0660923
Army Active,Fort Bliss,N/A,Texas,United States,Active,347.0801243,1742.551283,676117.1607,6329991947,32.26208341,-106.0754044
Navy Active,Jim Creek,N/A,Washington,United States,Active,15.1572205,7.53465988,37470.85523,43892950.35,48.19977709,-121.9256813
Army Active,Grant Training Annex,Joint Base Lewis - McChord,Washington,United States,Active,2.56714919,0.0553791,6346.207451,310731.5997,47.21625207,-119.3105498
Army Active,West Point Military Reservation,N/A,New York,United States,Active,37.18808259,24.77684534,82034.55519,114012756.2,41.36148737,-74.02489425
Army Active,US Army Adelphi Laboratory Center,N/A,Maryland,United States,Active,3.52680484,0.32145105,7507.322548,1381714.958,39.03290141,-76.96046793
Army Active,Fort Detrick Glen Haven Annex,N/A,Maryland,United States,Active,0.876507,0.0305621,1886.028977,131368.9001,39.03343364,-77.04176824
Army Active,Fort Wainwright,N/A,Alaska,United States,Active,211.701871,1034.022421,770708.8639,14438114406,64.54471948,-147.7084456
Army Active,Savanna Depot Act,N/A,Illinois,United States,Inactive,46.71413434,13.32299217,104996.1466,62974183.7,42.22799341,-90.33684725
Army Active,Cornhusker AAP,N/A,Nebraska,United States,Inactive,5.00437744,0.58275256,11050.29154,2647490.326,40.93889131,-98.51677596
MC Active,MCB Camp Lejeune (West Site),N/A,North Carolina,United States,Active,137.4673019,106.6198489,275265.6504,408750411.5,34.62169384,-77.49924508
MC Active,MCB Hawaii (Kaneohe Bay),N/A,Hawaii,United States,Active,13.49084082,4.76390576,23474.76759,14312635.79,21.44539176,-157.7515948
Navy Active,Dam Neck,N/A,Virginia,United States,Active,13.56827918,2.97338015,27899.37337,12030209.12,36.78852992,-75.96539747
Navy Active,ALF Fentress Chesapke,N/A,Virginia,United States,Active,13.32224036,4.04743655,27463.02048,16336000.99,36.69427001,-76.13297226
Navy Active,NSWC Carderock,N/A,Maryland,United States,Active,3.02871036,0.28440109,6551.118432,1220478.429,38.97490018,-77.19232811
Navy Active,Barrigada - NSA Andersen,Joint Region Marianas,Guam,Guam,Active,4.20107206,0.67529159,6844.901242,1860245.622,13.45638387,144.8125699
Navy Active,Manchester,N/A,Washington,United States,Active,3.09644878,0.49707358,7676.371777,2826122.049,47.56610842,-122.5456379
AF Active,Los Angeles Air Force Annex No4,N/A,California,United States,Active,0.31869193,0.00634495,635.4725049,23891.74444,33.85877282,-118.235755
AF Active,Ellsworth AFB,N/A,South Dakota,United States,Active,11.10121803,6.19323949,25787.17243,31172041.18,44.15797662,-103.0943467
AF Guard,Boise Air Terminal,N/A,Idaho,United States,Active,6.10816747,0.9191414,14086.92059,4534410.987,43.55687749,-116.222479
AF Guard,Hancock Field,N/A,New York,United States,Active,3.69960181,0.42186999,8526.991214,2050549.721,43.10274787,-76.10333141
AF Guard,Montgomery Regional Airport ANGB,N/A,Alabama,United States,Active,1.88042428,0.09895828,3722.77337,359808.8077,32.30483585,-86.40152681
AF Guard,Sky Harbor IAP,N/A,Arizona,United States,Active,1.42847234,0.09408599,2843.461209,350766.49,33.42583305,-112.0116829
AF Active,Dix,Joint Base McGuire - Dix - Lakehurst,New Jersey,United States,Active,54.00688149,48.42194574,117271.1303,213988762.5,40.00378121,-74.52384293
AF Guard,Capital Airport,N/A,Illinois,United States,Active,1.8553527,0.14707993,3981.389893,647052.9654,39.84789375,-89.6677191
Army Guard,NG Orchard Mates Boise,N/A,Idaho,United States,Active,4.51784953,0.33898085,10446.50639,1658116.059,43.29711066,-116.0598428
Army Guard,NG Bend Cotef,N/A,Oregon,United States,Active,1.92589058,0.24647883,4445.186624,1235068.518,44.0257925,-121.1282794
Army Guard,NG VTS Milan,N/A,Tennessee,United States,Active,20.6102512,3.89062931,41853.21328,15383842.79,35.88556916,-88.66480807
Army Guard,NG Florence Military Reservation,N/A,Arizona,United States,Active,24.73403119,9.83201905,48641.58486,36384145.81,33.09876449,-111.3568089
Army Guard,NG Cambridge Springs,N/A,Pennsylvania,United States,Active,2.19027247,0.16570191,4855.171733,772697.4443,41.79415404,-80.0478951
Army Guard,NG Camp Williams Tomah MTA,N/A,Wisconsin,United States,Active,2.63637616,0.17787205,6086.880781,888381.1132,43.92802257,-90.26950677
Navy Active,ALF Waldron,N/A,Texas,United States,Active,10.967386,1.32579425,20274.77549,4391818.433,27.63430815,-97.31383977
Navy Active,NAS Key West FL,N/A,Florida,United States,Active,62.75683769,6.12365514,112612.8525,19261598.63,24.57496698,-81.69039869
AF Active,Holloman AFB,N/A,New Mexico,United States,Active,53.65912605,79.56915038,105002.4295,293258067.7,32.91777645,-106.1336247
Navy Active,Bayview Idaho,N/A,Idaho,United States,Active,1.48647503,0.04081989,3648.27301,235759.8863,47.97739547,-116.5615291
Army Active,Letterkenny Army Depot,N/A,Pennsylvania,United States,Active,26.41286105,28.0193493,57283.47455,123884195.6,40.02032999,-77.70181756
Army Active,Pinon Canyon,N/A,Colorado,United States,Active,102.4938555,367.9802549,215458.8967,1516772155,37.49758934,-103.9180645
Army Active,Skelly Stagefield AL,N/A,Alabama,United States,Active,2.34611504,0.23301706,4497.769645,828932.579,31.28573445,-86.12984115
Army Active,Tripler Army Medical Center,N/A,Hawaii,United States,Active,3.46900298,0.55980472,6031.4332,1679973.963,21.36198204,-157.8896398
MC Active,Oak Grove,N/A,North Carolina,United States,Active,6.5167107,1.48466017,13160.29603,5746998.975,35.02313611,-77.25871951
Navy Active,JNTEXPBASE Little Creek FS VA,Joint Expeditionary Base Little Creek - Fort Story,Virginia,United States,Active,12.891425,3.29211424,26752.48845,13364216.52,36.91682464,-76.1618685
Navy Active,NAVMEDCEN Portsmouth VA,N/A,Virginia,United States,Active,2.15587215,0.17186836,4500.269348,696410.9771,36.8459831,-76.30775338
Navy Active,NAVSUPPACT Bethesda MD,N/A,Maryland,United States,Active,2.43801872,0.37872829,5214.671443,1626505.013,39.00196571,-77.09033897
AF Active,Kirtland,N/A,New Mexico,United States,Active,53.75878941,78.48517719,109292.6766,303623142.3,34.99773821,-106.4819579
AF Active,Travis Annex  2,N/A,California,United States,Active,2.46116805,0.32424531,5276.005082,1366673.99,38.32550537,-121.9235848
AF Guard,Luis Munoz Marin IAP,N/A,Puerto Rico,Puerto Rico,Active,1.86453786,0.14904625,3152.434641,431274.8922,18.44352324,-65.99235372
AF Active,Camp Bullis Training Annex,Joint Base San Antonio,Texas,United States,Active,35.11808797,43.72598199,66385.45906,150583941.2,29.69107861,-98.56166366
Army Guard,NG Duluth NG Armory,N/A,Minnesota,United States,Active,0.40576643,0.01075931,980.0380003,59516.59309,46.83370097,-92.15883439
Army Guard,NG General Lucius D Clay National Guard Center,N/A,Georgia,United States,Active,2.15730372,0.16453405,4331.883601,620337.2678,33.91361597,-84.52901737
Army Guard,NG Camp Sherman Joint Training Center,N/A,Ohio,United States,Active,4.50221057,0.71215141,9721.337253,3089116.106,39.35563422,-82.9509548
Army Guard,NG McNary Field Salem AASF,N/A,Oregon,United States,Active,2.26390817,0.1240287,5240.236295,640512.6752,44.91173749,-122.9998216
Army Guard,NG Jackson County AFRC,N/A,West Virginia,United States,Active,5.26408832,0.56327436,11245.31126,2411791.045,38.89347755,-81.82984572
Army Guard,NG Havre De Grace Military Res,N/A,Maryland,United States,Active,1.81023721,0.11864852,3902.920407,517271.4069,39.53266265,-76.1041166
Navy Active,Target B-19,N/A,Nevada,United States,Active,30.38021256,45.43320157,65906.2506,196083596.7,39.17112716,-118.6360321
Navy Active,Port Hueneme,N/A,California,United States,Active,7.8691653,2.51523258,15706.74763,9538475.073,34.16290449,-119.2084115
Navy Active,NAS Jacksonville FL,N/A,Florida,United States,Active,13.57472445,5.21917596,25815.91344,18163598.5,30.21909447,-81.68624191
Navy Active,Dixie Target Range,N/A,Texas,United States,Active,18.01684274,12.22104075,33621.39667,40827325.07,28.09741616,-98.72837126
AF Active,Cape Canaveral Air Force Station,N/A,Florida,United States,Active,53.79458258,25.58864129,100299.8916,86092878.48,28.47882135,-80.57112688
Navy Active,Solomons Island MD,N/A,Maryland,United States,Active,4.87294032,0.43342503,10312.23505,1827401.595,38.33647817,-76.47137948
Army Active,Pine Bluff Arsenal,N/A,Arkansas,United States,Active,25.39129729,20.19862344,50779.80145,76894064.07,34.32615044,-92.08670216
Army Active,Holston AAP,N/A,Tennessee,United States,Active,34.72159265,9.60264689,72293.61642,38589840.39,36.52555067,-82.64421654
Army Active,Brown 4b Stagefield AL,N/A,Alabama,United States,Active,1.98403965,0.25504468,3834.680625,909216.3744,31.38631909,-85.97227165
Army Active,Toth Stagefield AL,N/A,Alabama,United States,Active,1.76953087,0.19007856,3424.921335,675373.8705,31.22858447,-85.55870947
Army Active,Schofield Barracks Military Reservation,N/A,Hawaii,United States,Active,43.85006229,23.4489528,76346.84512,70497762.26,21.49560349,-158.0532398
Army Active,Fort Hamilton,N/A,New York,United States,Active,3.24169841,0.27630773,7098.4658,1242979.116,40.60899676,-74.02945006
Army Active,Iowa AAP,N/A,Iowa,United States,Active,25.59289443,33.62462485,56339.58259,152088474.6,40.79200259,-91.2456158
MC Active,ALF Bogue,N/A,North Carolina,United States,Active,7.99680624,1.41145676,16153.77292,5420314.1,34.69285056,-77.02868256
Navy Active,Naval Weapons Station Earle NJ,N/A,New Jersey,United States,Active,23.79425256,13.36624457,51504.02656,59501630.48,40.2538572,-74.16084834
Navy Active,NAVSUPPACT Hampton Roads VA,N/A,Virginia,United States,Active,5.38171186,1.22247271,11304.98868,4963638.545,36.92501529,-76.29961097
Navy Active,Det Philadelphia PA,N/A,Pennsylvania,United States,Active,2.08669546,0.21074834,4503.834985,932365.9404,40.04130307,-75.09458127
Navy Active,NAVBASE Guam,Joint Region Marianas,Guam,Guam,Active,24.05332264,5.25359859,39128.84493,14468915.97,13.42863258,144.6534641
Navy Active,NAS Meridian MS,N/A,Mississippi,United States,Active,32.75334077,12.63878888,64140.07592,46205489.32,32.55319141,-88.56951313
Navy Active,NAVSUPPACT Midsouth Memphis TN,N/A,Tennessee,United States,Active,6.41407356,1.62297726,13041.32814,6329810.669,35.33142423,-89.8707838
AF Active,Eglin AFB (Eglin Main and Reservation),N/A,Florida,United States,Active,235.0262584,703.1183461,450616.5975,2464772939,30.57593762,-86.52837335
AF Guard,Bradley IAP,N/A,Connecticut,United States,Active,2.37862622,0.23060368,5297.109225,1080071.565,41.93499405,-72.70125041
AF Guard,New Castle Airport,N/A,Delaware,United States,Active,2.13090153,0.12085951,4552.700619,529234.0545,39.68650969,-75.59755622
AF Guard,Pease ANGB,N/A,New Hampshire,United States,Active,2.9033002,0.33578116,6578.306123,1631400.739,43.08908549,-70.81873077
AF Guard,Savannah/Hilton Head IAP,N/A,Georgia,United States,Active,4.68716859,0.32225043,9167.955752,1167138.171,32.12642039,-81.18975656
AF Active,MacDill AFB,N/A,Florida,United States,Active,14.38182786,8.90105922,26699.47462,29597867.63,27.84360837,-82.50102275
Army Guard,NG TS Clark Natl Forest Wapp,N/A,Missouri,United States,Active,9.67342612,3.1987163,20174.41421,12976560.68,36.89151922,-90.27996652
Army Guard,NG Rosemount NG Armory,N/A,Minnesota,United States,Active,0.56147155,0.01875397,1306.189045,96303.86971,44.74774848,-93.12760544
Navy Active,Holtville Carrier LS,N/A,California,United States,Active,19.49433105,1.89598568,38914.50629,6975426.014,32.83855695,-115.258178
Navy Active,West Bank,N/A,Louisiana,United States,Active,3.06635542,0.30661643,5844.008829,1061331.738,29.94883089,-90.03289968
Navy Active,NOLF Summerdale,N/A,Alabama,United States,Active,4.29074585,0.87455448,8223.424769,3061492.093,30.50803898,-87.64719463
Navy Active,Santa Rosa Parcel B,Joint Region Marianas,Guam,Guam,Active,0.60446081,0.01497266,979.8300617,41272.55267,13.53586268,144.9148044
AF Active,Sheppard AFB,N/A,Texas,United States,Active,12.37061032,7.00485874,24506.82485,26453770.19,33.98455239,-98.49969368
Navy Active,OLF Coupeville,N/A,Washington,United States,Active,6.92338408,1.04788297,17024.32333,6101999.956,48.18960058,-122.6324423
AF Active,Mountain Home AFB,N/A,Idaho,United States,Active,12.65257109,9.42344916,28675.56515,45725115.18,43.04894023,-115.8658803
AF Active,Beale AFB,N/A,California,United States,Active,29.51014189,36.18826308,63311.5902,155936860.8,39.12105698,-121.3954652
MC Active,MCB Camp Lejeune (East Site),N/A,North Carolina,United States,Active,174.2671753,88.05265063,351176.7987,337741925.5,34.64335799,-77.30510405
AF Active,Patrick AFB,N/A,Florida,United States,Active,18.43883883,3.02444993,33980.83523,10129385.96,28.23386934,-80.60800752
Army Reserve,Fort Hunter Liggett,N/A,California,United States,Active,112.2852801,252.8114735,230440.8494,1001382159,35.95540657,-121.2537695
Army Active,Fort Riley,N/A,Kansas,United States,Active,76.12423409,158.9466387,162635.9196,686176867.4,39.18668036,-96.82086632
Army Active,Stinson 5AB Stagefield AL,N/A,Alabama,United States,Active,2.09866788,0.27093983,4058.93737,965337.6281,31.35958204,-86.01394597
Army Active,Dugway Proving Ground,N/A,Utah,United States,Active,166.5426305,1250.770262,363921.2216,5551862347,40.15451517,-113.2840844
Army Active,Rivanna Station,N/A,Virginia,United States,Active,1.74910696,0.11804562,3675.937772,495250.8114,38.15549466,-78.41369463
Army Active,Fort Drum,N/A,New York,United States,Active,83.64489799,170.1439048,193275.2809,855405629.2,44.12481204,-75.59206742
Army Active,US Army Soldier Systems Center Natick,N/A,Massachusetts,United States,Active,1.73908776,0.10050346,3892.612794,475974.5677,42.28951017,-71.36334942
Army Active,Lone Star AAP (BRAC 2005),N/A,Texas,United States,Inactive,35.18744116,11.29811339,69813.38379,42099032.48,33.40298417,-94.25541657
Army Active,Rocky Mountain Arsenal,N/A,Colorado,United States,Inactive,50.79558651,5.80991778,109626.9495,25556434.3,39.84344937,-104.8393638
MC Active,Yermo Area,N/A,California,United States,Active,9.11344588,2.64181706,18363.91371,10193706.63,34.89055854,-116.8702412
Navy Active,Craney Island,N/A,Virginia,United States,Active,8.58664027,1.14872858,17821.34129,4659822.235,36.88878567,-76.36055534
Navy Active,Naval Weapons Station Yorktown,N/A,Virginia,United States,Active,17.12229581,16.23443339,35802.65421,66470881.96,37.24480339,-76.58556595
Navy Active,JEBLCFS East,Joint Expeditionary Base Little Creek - Fort Story,Virginia,United States,Active,7.03987052,2.44218058,14778.57324,9915567.315,36.92311487,-76.01746901
AF Active,Creech AFB,N/A,Nevada,United States,Active,123.2728757,211.7709777,255508.62,853198423.3,36.65125538,-115.6400077
AF Active,Malmstrom AFB,N/A,Montana,United States,Active,11.7428722,5.1197989,28870.4971,29042303.64,47.50591063,-111.1827774
