Date of Flare,Date of Sighting,Flare occur on date of sighting ,,,,,,
18-Oct-13,02-Jan-12,Yes,,,,,,
19-Oct-13,03-Jan-12,No,,,,,,
21-Oct-13,04-Jan-12,No,,,,,,
22-Oct-13,05-Jan-12,No,,,,,,
23-Oct-13,06-Jan-12,Yes,,,,,,
24-Oct-13,07-Jan-12,No,,,,,,
25-Oct-13,08-Jan-12,Yes,,,,,,
26-Oct-13,09-Jan-12,No,,,,,,
27-Oct-13,10-Jan-12,No,,,,,,
28-Oct-13,11-Jan-12,No,,,,,,
29-Oct-13,12-Jan-12,Yes,,,,,,
31-Oct-13,01-Feb-12,No,,,,,,
1-Nov-13,02-Feb-12,No,,,,,,
2-Nov-13,03-Feb-12,No,,,,,,
3-Nov-13,04-Feb-12,No,,,,,,
4-Nov-13,05-Feb-12,No,,,,,,
5-Nov-13,06-Feb-12,Yes,,,,,,
6-Nov-13,07-Feb-12,Yes,,,,,,
7-Nov-13,08-Feb-12,Yes,,,,,,
8-Nov-13,09-Feb-12,No,,,,,,
9-Nov-13,10-Feb-12,No,,,,,,
10-Nov-13,11-Feb-12,Yes,,,,,,
11-Nov-13,12-Feb-12,Yes,,,,,,
12-Nov-13,01-Mar-12,No,,,,,,
13-Nov-13,02-Mar-12,Yes,,,,,,
14-Nov-13,03-Mar-12,Yes,,,,,,
15-Nov-13,04-Mar-12,Yes,,,,,,
16-Nov-13,05-Mar-12,Yes,,,,,,
17-Nov-13,06-Mar-12,Yes,,,,,,
18-Nov-13,07-Mar-12,Yes,,,,,,
19-Nov-13,08-Mar-12,Yes,,,,,,
20-Nov-13,09-Mar-12,Yes,,,,,,
21-Nov-13,10-Mar-12,Yes,,,,,,
22-Nov-13,11-Mar-12,No,,,,,,
23-Nov-13,12-Mar-12,No,,,,,,
24-Nov-13,01-Apr-12,No,,,,,,
26-Nov-13,02-Apr-12,No,,,,,,
1-Dec-13,03-Apr-12,No,,,,,,
2-Dec-13,04-Apr-12,No,,,,,,
4-Dec-13,05-Apr-12,Yes,,,,,,
5-Dec-13,06-Apr-12,No,,,,,,
6-Dec-13,07-Apr-12,Yes,,,,,,
7-Dec-13,08-Apr-12,No,,,,,,
8-Dec-13,09-Apr-12,No,,,,,,
9-Dec-13,10-Apr-12,Yes,,,,,,
10-Dec-13,11-Apr-12,No,,,,,,
11-Dec-13,12-Apr-12,No,,,,,,
12-Dec-13,01-May-12,Yes,,,,,,
13-Dec-13,02-May-12,Yes,,,,,,
14-Dec-13,03-May-12,Yes,,,,,,
15-Dec-13,04-May-12,Yes,,,,,,
16-Dec-13,05-May-12,Yes,,,,,,
17-Dec-13,06-May-12,Yes,,,,,,
18-Dec-13,07-May-12,Yes,,,,,,
19-Dec-13,08-May-12,Yes,,,,,,
20-Dec-13,09-May-12,Yes,,,,,,
21-Dec-13,10-May-12,Yes,,,,,,
22-Dec-13,11-May-12,Yes,,,,,,
23-Dec-13,12-May-12,Yes,,,,,,
25-Dec-13,01-Jun-12,Yes,,,,,,
26-Dec-13,02-Jun-12,Yes,,,,,,
27-Dec-13,03-Jun-12,Yes,,,,,,
28-Dec-13,04-Jun-12,No,,,,,,
29-Dec-13,05-Jun-12,Yes,,,,,,
30-Dec-13,06-Jun-12,Yes,,,,,,
31-Dec-13,07-Jun-12,Yes,,,,,,
1-Jan-14,08-Jun-12,Yes,,,,,,
2-Jan-14,09-Jun-12,Yes,,,,,,
3-Jan-14,10-Jun-12,Yes,,,,,,
4-Jan-14,11-Jun-12,No,,,,,,
5-Jan-14,12-Jun-12,Yes,,,,,,
6-Jan-14,01-Jul-12,Yes,,,,,,
7-Jan-14,02-Jul-12,Yes,,,,,,
8-Jan-14,03-Jul-12,Yes,,,,,,
10-Jan-14,04-Jul-12,Yes,,,,,,
11-Jan-14,05-Jul-12,Yes,,,,,,
12-Jan-14,06-Jul-12,Yes,,,,,,
13-Jan-14,07-Jul-12,Yes,,,,,,
14-Jan-14,08-Jul-12,Yes,,,,,,
16-Jan-14,09-Jul-12,Yes,,,,,,
17-Jan-14,10-Jul-12,Yes,,,,,,
18-Jan-14,11-Jul-12,Yes,,,,,,
19-Jan-14,12-Jul-12,Yes,,,,,,
20-Jan-14,01-Aug-12,Yes,,,,,,
26-Jan-14,02-Aug-12,Yes,,,,,,
27-Jan-14,03-Aug-12,Yes,,,,,,
28-Jan-14,04-Aug-12,No,,,,,,
29-Jan-14,05-Aug-12,No,,,,,,
30-Jan-14,06-Aug-12,Yes,,,,,,
31-Jan-14,07-Aug-12,Yes,,,,,,
1-Feb-14,08-Aug-12,Yes,,,,,,
2-Feb-14,09-Aug-12,Yes,,,,,,
3-Feb-14,10-Aug-12,No,,,,,,
4-Feb-14,11-Aug-12,No,,,,,,
5-Feb-14,12-Aug-12,No,,,,,,
6-Feb-14,01-Sep-12,Yes,,,,,,
7-Feb-14,02-Sep-12,Yes,,,,,,
8-Feb-14,03-Sep-12,Yes,,,,,,
9-Feb-14,04-Sep-12,No,,,,,,
10-Feb-14,05-Sep-12,Yes,,,,,,
11-Feb-14,06-Sep-12,Yes,,,,,,
12-Feb-14,07-Sep-12,Yes,,,,,,
13-Feb-14,08-Sep-12,Yes,,,,,,
14-Feb-14,09-Sep-12,Yes,,,,,,
15-Feb-14,10-Sep-12,Yes,,,,,,
16-Feb-14,11-Sep-12,Yes,,,,,,
18-Feb-14,12-Sep-12,Yes,,,,,,
19-Feb-14,01-Oct-12,Yes,,,,,,
20-Feb-14,02-Oct-12,No,,,,,,
22-Feb-14,03-Oct-12,No,,,,,,
23-Feb-14,04-Oct-12,No,,,,,,
24-Feb-14,05-Oct-12,No,,,,,,
25-Feb-14,06-Oct-12,No,,,,,,
26-Feb-14,07-Oct-12,Yes,,,,,,
27-Feb-14,08-Oct-12,Yes,,,,,,
28-Feb-14,09-Oct-12,Yes,,,,,,
1-Mar-14,10-Oct-12,Yes,,,,,,
2-Mar-14,11-Oct-12,Yes,,,,,,
3-Mar-14,12-Oct-12,No,,,,,,
4-Mar-14,01-Nov-12,No,,,,,,
5-Mar-14,02-Nov-12,No,,,,,,
7-Mar-14,03-Nov-12,No,,,,,,
8-Mar-14,04-Nov-12,No,,,,,,
9-Mar-14,05-Nov-12,Yes,,,,,,
10-Mar-14,06-Nov-12,No,,,,,,
11-Mar-14,07-Nov-12,No,,,,,,
12-Mar-14,08-Nov-12,Yes,,,,,,
13-Mar-14,09-Nov-12,No,,,,,,
14-Mar-14,10-Nov-12,No,,,,,,
15-Mar-14,11-Nov-12,Yes,,,,,,
16-Mar-14,12-Nov-12,Yes,,,,,,
17-Mar-14,01-Dec-12,Yes,,,,,,
18-Mar-14,02-Dec-12,No,,,,,,
19-Mar-14,03-Dec-12,No,,,,,,
20-Mar-14,04-Dec-12,No,,,,,,
22-Mar-14,05-Dec-12,No,,,,,,
23-Mar-14,06-Dec-12,No,,,,,,
24-Mar-14,07-Dec-12,Yes,,,,,,
27-Mar-14,08-Dec-12,Yes,,,,,,
28-Mar-14,09-Dec-12,Yes,,,,,,
29-Mar-14,10-Dec-12,No,,,,,,
30-Mar-14,11-Dec-12,No,,,,,,
31-Mar-14,12-Dec-12,Yes,,,,,,
1-Apr-14,01-Jan-13,No,,,,,,
2-Apr-14,02-Jan-13,No,,,,,,
3-Apr-14,03-Jan-13,No,,,,,,
4-Apr-14,04-Jan-13,Yes,,,,,,
5-Apr-14,05-Jan-13,Yes,,,,,,
6-Apr-14,06-Jan-13,Yes,,,,,,
7-Apr-14,07-Jan-13,Yes,,,,,,
10-Apr-14,08-Jan-13,Yes,,,,,,
11-Apr-14,09-Jan-13,Yes,,,,,,
12-Apr-14,10-Jan-13,Yes,,,,,,
14-Apr-14,11-Jan-13,Yes,,,,,,
15-Apr-14,12-Jan-13,Yes,,,,,,
16-Apr-14,01-Feb-13,No,,,,,,
17-Apr-14,02-Feb-13,Yes,,,,,,
18-Apr-14,03-Feb-13,Yes,,,,,,
19-Apr-14,04-Feb-13,Yes,,,,,,
20-Apr-14,05-Feb-13,No,,,,,,
21-Apr-14,06-Feb-13,Yes,,,,,,
22-Apr-14,07-Feb-13,No,,,,,,
23-Apr-14,08-Feb-13,No,,,,,,
24-Apr-14,09-Feb-13,No,,,,,,
25-Apr-14,10-Feb-13,No,,,,,,
26-Apr-14,11-Feb-13,No,,,,,,
28-Apr-14,12-Feb-13,Yes,,,,,,
30-Apr-14,01-Mar-13,No,,,,,,
2-May-14,02-Mar-13,Yes,,,,,,
3-May-14,03-Mar-13,No,,,,,,
4-May-14,04-Mar-13,No,,,,,,
5-May-14,05-Mar-13,No,,,,,,
6-May-14,06-Mar-13,No,,,,,,
7-May-14,07-Mar-13,No,,,,,,
8-May-14,08-Mar-13,No,,,,,,
9-May-14,09-Mar-13,No,,,,,,
10-May-14,10-Mar-13,No,,,,,,
11-May-14,11-Mar-13,No,,,,,,
13-May-14,12-Mar-13,No,,,,,,
14-May-14,01-Apr-13,No,,,,,,
15-May-14,02-Apr-13,No,,,,,,
16-May-14,03-Apr-13,Yes,,,,,,
18-May-14,04-Apr-13,No,,,,,,
21-May-14,05-Apr-13,Yes,,,,,,
22-May-14,06-Apr-13,No,,,,,,
24-May-14,07-Apr-13,Yes,,,,,,
25-May-14,08-Apr-13,Yes,,,,,,
26-May-14,09-Apr-13,Yes,,,,,,
3-Jun-14,10-Apr-13,Yes,,,,,,
6-Jun-14,11-Apr-13,Yes,,,,,,
7-Jun-14,12-Apr-13,Yes,,,,,,
8-Jun-14,01-May-13,Yes,,,,,,
9-Jun-14,02-May-13,Yes,,,,,,
10-Jun-14,03-May-13,Yes,,,,,,
11-Jun-14,04-May-13,Yes,,,,,,
12-Jun-14,05-May-13,Yes,,,,,,
13-Jun-14,06-May-13,Yes,,,,,,
14-Jun-14,07-May-13,No,,,,,,
15-Jun-14,08-May-13,Yes,,,,,,
16-Jun-14,09-May-13,Yes,,,,,,
17-Jun-14,10-May-13,Yes,,,,,,
18-Jun-14,11-May-13,Yes,,,,,,
19-Jun-14,12-May-13,Yes,,,,,,
20-Jun-14,01-Jun-13,No,,,,,,
28-Jun-14,02-Jun-13,No,,,,,,
29-Jun-14,03-Jun-13,Yes,,,,,,
30-Jun-14,04-Jun-13,No,,,,,,
1-Jul-14,05-Jun-13,Yes,,,,,,
3-Jul-14,06-Jun-13,No,,,,,,
4-Jul-14,07-Jun-13,Yes,,,,,,
5-Jul-14,08-Jun-13,No,,,,,,
6-Jul-14,09-Jun-13,No,,,,,,
7-Jul-14,10-Jun-13,No,,,,,,
8-Jul-14,11-Jun-13,No,,,,,,
9-Jul-14,12-Jun-13,No,,,,,,
10-Jul-14,01-Jul-13,Yes,,,,,,
12-Jul-14,02-Jul-13,Yes,,,,,,
13-Jul-14,03-Jul-13,Yes,,,,,,
25-Jul-14,04-Jul-13,Yes,,,,,,
26-Jul-14,05-Jul-13,Yes,,,,,,
27-Jul-14,06-Jul-13,Yes,,,,,,
29-Jul-14,07-Jul-13,Yes,,,,,,
30-Jul-14,08-Jul-13,No,,,,,,
31-Jul-14,09-Jul-13,Yes,,,,,,
1-Aug-14,10-Jul-13,Yes,,,,,,
2-Aug-14,11-Jul-13,Yes,,,,,,
3-Aug-14,12-Jul-13,Yes,,,,,,
4-Aug-14,01-Aug-13,No,,,,,,
17-Aug-14,02-Aug-13,No,,,,,,
20-Aug-14,03-Aug-13,No,,,,,,
21-Aug-14,04-Aug-13,No,,,,,,
22-Aug-14,05-Aug-13,No,,,,,,
23-Aug-14,06-Aug-13,No,,,,,,
24-Aug-14,07-Aug-13,No,,,,,,
25-Aug-14,08-Aug-13,No,,,,,,
26-Aug-14,09-Aug-13,No,,,,,,
27-Aug-14,10-Aug-13,No,,,,,,
29-Aug-14,11-Aug-13,Yes,,,,,,
30-Aug-14,12-Aug-13,Yes,,,,,,
31-Aug-14,01-Sep-13,Yes,,,,,,
1-Sep-14,02-Sep-13,No,,,,,,
3-Sep-14,03-Sep-13,No,,,,,,
4-Sep-14,04-Sep-13,Yes,,,,,,
5-Sep-14,05-Sep-13,No,,,,,,
6-Sep-14,06-Sep-13,No,,,,,,
7-Sep-14,07-Sep-13,No,,,,,,
8-Sep-14,08-Sep-13,No,,,,,,
9-Sep-14,09-Sep-13,No,,,,,,
10-Sep-14,10-Sep-13,No,,,,,,
11-Sep-14,11-Sep-13,No,,,,,,
13-Sep-14,12-Sep-13,No,,,,,,
14-Sep-14,01-Oct-13,No,,,,,,
15-Sep-14,02-Oct-13,Yes,,,,,,
17-Sep-14,03-Oct-13,No,,,,,,
18-Sep-14,04-Oct-13,Yes,,,,,,
21-Sep-14,05-Oct-13,No,,,,,,
23-Sep-14,06-Oct-13,Yes,,,,,,
24-Sep-14,07-Oct-13,Yes,,,,,,
25-Sep-14,08-Oct-13,No,,,,,,
26-Sep-14,09-Oct-13,Yes,,,,,,
27-Sep-14,10-Oct-13,Yes,,,,,,
28-Sep-14,11-Oct-13,Yes,,,,,,
29-Sep-14,12-Oct-13,Yes,,,,,,
30-Sep-14,01-Nov-13,Yes,,,,,,
1-Oct-14,02-Nov-13,Yes,,,,,,
2-Oct-14,03-Nov-13,Yes,,,,,,
3-Oct-14,04-Nov-13,Yes,,,,,,
8-Oct-14,05-Nov-13,Yes,,,,,,
9-Oct-14,06-Nov-13,Yes,,,,,,
12-Oct-14,07-Nov-13,Yes,,,,,,
14-Oct-14,08-Nov-13,Yes,,,,,,
16-Oct-14,09-Nov-13,Yes,,,,,,
17-Oct-14,10-Nov-13,Yes,,,,,,
18-Oct-14,11-Nov-13,Yes,,,,,,
19-Oct-14,12-Nov-13,Yes,,,,,,
20-Oct-14,01-Dec-13,Yes,,,,,,
21-Oct-14,02-Dec-13,Yes,,,,,,
22-Oct-14,03-Dec-13,No,,,,,,
23-Oct-14,04-Dec-13,Yes,,,,,,
24-Oct-14,05-Dec-13,Yes,,,,,,
25-Oct-14,06-Dec-13,Yes,,,,,,
26-Oct-14,07-Dec-13,Yes,,,,,,
27-Oct-14,08-Dec-13,Yes,,,,,,
28-Oct-14,09-Dec-13,Yes,,,,,,
29-Oct-14,10-Dec-13,Yes,,,,,,
30-Oct-14,11-Dec-13,Yes,,,,,,
31-Oct-14,12-Dec-13,Yes,,,,,,
1-Nov-14,01-Jan-14,Yes,,,,,,
2-Nov-14,02-Jan-14,Yes,,,,,,
3-Nov-14,03-Jan-14,Yes,,,,,,
4-Nov-14,04-Jan-14,Yes,,,,,,
5-Nov-14,05-Jan-14,Yes,,,,,,
6-Nov-14,01-Feb-14,Yes,,,,,,
7-Nov-14,02-Feb-14,Yes,,,,,,
8-Nov-14,03-Feb-14,Yes,,,,,,
9-Nov-14,04-Feb-14,Yes,,,,,,
10-Nov-14,05-Feb-14,Yes,,,,,,
11-Nov-14,01-Mar-14,Yes,,,,,,
12-Nov-14,02-Mar-14,Yes,,,,,,
13-Nov-14,03-Mar-14,Yes,,,,,,
14-Nov-14,04-Mar-14,Yes,,,,,,
15-Nov-14,05-Mar-14,Yes,,,,,,
19-Nov-14,01-Apr-14,Yes,,,,,,
20-Nov-14,02-Apr-14,Yes,,,,,,
21-Nov-14,03-Apr-14,Yes,,,,,,
22-Nov-14,04-Apr-14,Yes,,,,,,
23-Nov-14,05-Apr-14,Yes,,,,,,
24-Nov-14,01-May-14,No,,,,,,
26-Nov-14,02-May-14,Yes,,,,,,
27-Nov-14,03-May-14,Yes,,,,,,
28-Nov-14,04-May-14,Yes,,,,,,
29-Nov-14,05-May-14,Yes,,,,,,
30-Nov-14,01-Jun-14,No,,,,,,
1-Dec-14,02-Jun-14,No,,,,,,
2-Dec-14,03-Jun-14,Yes,,,,,,
3-Dec-14,04-Jun-14,No,,,,,,
4-Dec-14,05-Jun-14,No,,,,,,
5-Dec-14,01-Jul-14,Yes,,,,,,
6-Dec-14,02-Jul-14,No,,,,,,
7-Dec-14,03-Jul-14,Yes,,,,,,
8-Dec-14,04-Jul-14,Yes,,,,,,
9-Dec-14,05-Jul-14,Yes,,,,,,
10-Dec-14,01-Aug-14,Yes,,,,,,
11-Dec-14,02-Aug-14,Yes,,,,,,
12-Dec-14,03-Aug-14,Yes,,,,,,
13-Dec-14,04-Aug-14,Yes,,,,,,
14-Dec-14,05-Aug-14,No,,,,,,
15-Dec-14,01-Sep-14,Yes,,,,,,
16-Dec-14,02-Sep-14,No,,,,,,
17-Dec-14,03-Sep-14,Yes,,,,,,
18-Dec-14,04-Sep-14,Yes,,,,,,
19-Dec-14,01-Oct-14,Yes,,,,,,
20-Dec-14,02-Oct-14,Yes,,,,,,
21-Dec-14,03-Oct-14,Yes,,,,,,
22-Dec-14,04-Oct-14,No,,,,,,
23-Dec-14,01-Nov-14,Yes,,,,,,
24-Dec-14,02-Nov-14,Yes,,,,,,
25-Dec-14,03-Nov-14,Yes,,,,,,
26-Dec-14,04-Nov-14,Yes,,,,,,
27-Dec-14,01-Dec-14,Yes,,,,,,
28-Dec-14,02-Dec-14,Yes,,,,,,
30-Dec-14,03-Dec-14,Yes,,,,,,
31-Dec-14,04-Dec-14,Yes,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
